league,player_id,salary,season,season_end,season_start,team
NBA,dayeau01,1803720,2010-11,2011,2010,Detroit Pistons
NBA,dayeau01,1929600,2011-12,2012,2011,Detroit Pistons
NBA,dayeau01,2958077,2012-13,2013,2012,Memphis Grizzlies
NBA,dayeau01,947907,2013-14,2014,2013,Toronto Raptors
NBA,dayeau01,1063384,2014-15,2015,2014,San Antonio Spurs
NBA,dayeau01,125104,2014-15,2015,2014,Atlanta Hawks
NBA,dayeda01,95000,1984-85,1985,1984,Washington Bullets
NBA,dayeda01,120000,1985-86,1986,1985,Washington Bullets
NBA,decolna01,1400000,2012-13,2013,2012,San Antonio Spurs
NBA,decolna01,1463000,2013-14,2014,2013,San Antonio Spurs
NBA,declean01,230000,1995-96,1996,1995,Golden State Warriors
NBA,declean01,276000,1996-97,1997,1996,Golden State Warriors
NBA,declean01,1200000,1997-98,1998,1997,Boston Celtics
NBA,declean01,1440000,1998-99,1999,1998,Cleveland Cavaliers
NBA,declean01,1680000,1999-00,2000,1999,Cleveland Cavaliers
NBA,declean01,1920000,2000-01,2001,2000,Orlando Magic
NBA,declean01,2900000,2001-02,2002,2001,Orlando Magic
NBA,declean01,3262500,2002-03,2003,2002,Orlando Magic
NBA,declean01,2500000,2003-04,2004,2003,Orlando Magic
NBA,declean01,2500000,2004-05,2005,2004,Orlando Magic
NBA,dedmode01,816482,2014-15,2015,2014,Orlando Magic
NBA,dedmode01,947278,2015-16,2016,2015,Orlando Magic
NBA,dedmode01,2898000,2016-17,2017,2016,San Antonio Spurs
NBA,dedmode01,6000000,2017-18,2018,2017,Atlanta Hawks
NBA,deherte01,1050000,1993-94,1994,1993,Los Angeles Clippers
NBA,deherte01,1365000,1994-95,1995,1994,Los Angeles Clippers
NBA,deherte01,1680000,1995-96,1996,1995,Los Angeles Clippers
NBA,deherte01,1905000,1996-97,1997,1996,Los Angeles Clippers
NBA,deherte01,500000,1997-98,1998,1997,Sacramento Kings
NBA,deherte01,386125,1997-98,1998,1997,Los Angeles Clippers
NBA,deherte01,575000,1998-99,1999,1998,Sacramento Kings
NBA,deherte01,537500,1998-99,1999,1998,Vancouver Grizzlies
NBA,deherte01,50000,1999-00,2000,1999,Indiana Pacers
NBA,dejeabr01,281659,2015-16,2016,2015,New Orleans Pelicans
NBA,dekkesa01,1646400,2015-16,2016,2015,Houston Rockets
NBA,dekkesa01,1720560,2016-17,2017,2016,Houston Rockets
NBA,dekkesa01,1794600,2017-18,2018,2017,Los Angeles Clippers
NBA,delnevi01,175000,1988-89,1989,1988,Sacramento Kings
NBA,delnevi01,920000,1992-93,1993,1992,San Antonio Spurs
NBA,delnevi01,1195365,1993-94,1994,1993,San Antonio Spurs
NBA,delnevi01,1471000,1994-95,1995,1994,San Antonio Spurs
NBA,delnevi01,1747000,1995-96,1996,1995,San Antonio Spurs
NBA,delnevi01,2023000,1996-97,1997,1996,San Antonio Spurs
NBA,delnevi01,2298777,1997-98,1998,1997,San Antonio Spurs
NBA,delnevi01,1750000,1998-99,1999,1998,Milwaukee Bucks
NBA,delnevi01,1925000,1999-00,2000,1999,Milwaukee Bucks
NBA,delnevi01,2100000,2000-01,2001,2000,Golden State Warriors
NBA,delnevi01,2275000,2001-02,2002,2001,Los Angeles Clippers
NBA,delanma01,2500000,2016-17,2017,2016,Atlanta Hawks
NBA,delanma01,2500000,2017-18,2018,2017,Atlanta Hawks
NBA,delebi01,777000,1991-92,1992,1991,Orlando Magic
NBA,delebi01,1011000,1992-93,1993,1992,Orlando Magic
NBA,delebi01,1244000,1993-94,1994,1993,Denver Nuggets
NBA,delebi01,2000000,1994-95,1995,1994,Denver Nuggets
NBA,delebi01,2200000,1995-96,1996,1995,Los Angeles Clippers
NBA,delebi01,4050000,1997-98,1998,1997,Detroit Pistons
NBA,delebi01,4860000,1998-99,1999,1998,Detroit Pistons
NBA,delebi01,5770000,1999-00,2000,1999,Detroit Pistons
NBA,delfica01,901920,2004-05,2005,2004,Detroit Pistons
NBA,delfica01,969696,2005-06,2006,2005,Detroit Pistons
NBA,delfica01,1037280,2006-07,2007,2006,Detroit Pistons
NBA,delfica01,1868141,2007-08,2008,2007,Toronto Raptors
NBA,delfica01,3500000,2009-10,2010,2009,Milwaukee Bucks
NBA,delfica01,3500000,2010-11,2011,2010,Milwaukee Bucks
NBA,delfica01,3500000,2011-12,2012,2011,Milwaukee Bucks
NBA,delfica01,3000000,2012-13,2013,2012,Houston Rockets
NBA,delfica01,3250000,2013-14,2014,2013,Milwaukee Bucks
NBA,delfica01,650000,2014-15,2015,2014,Los Angeles Clippers
NBA,delfica01,650000,2015-16,2016,2015,Los Angeles Clippers
NBA,delfica01,650000,2016-17,2017,2016,Los Angeles Clippers
NBA,delfica01,650000,2017-18,2018,2017,Los Angeles Clippers
NBA,delkto01,870000,1996-97,1997,1996,Charlotte Hornets
NBA,delkto01,1000680,1997-98,1998,1997,Charlotte Hornets
NBA,delkto01,1131000,1998-99,1999,1998,Golden State Warriors
NBA,delkto01,485000,1999-00,2000,1999,Sacramento Kings
NBA,delkto01,2250000,2000-01,2001,2000,Phoenix Suns
NBA,delkto01,2475000,2001-02,2002,2001,Phoenix Suns
NBA,delkto01,2700000,2002-03,2003,2002,Boston Celtics
NBA,delkto01,2925000,2003-04,2004,2003,Dallas Mavericks
NBA,delkto01,2700000,2004-05,2005,2004,Atlanta Hawks
NBA,delkto01,3375000,2005-06,2006,2005,Atlanta Hawks
NBA,dellama01,816482,2014-15,2015,2014,Cleveland Cavaliers
NBA,dellama01,1147280,2015-16,2016,2015,Cleveland Cavaliers
NBA,dellama01,9607500,2016-17,2017,2016,Milwaukee Bucks
NBA,dellama01,9607500,2017-18,2018,2017,Milwaukee Bucks
NBA,dembofe01,100000,1988-89,1989,1988,Detroit Pistons
NBA,dempsde01,225000,1995-96,1996,1995,San Antonio Spurs
NBA,denglu01,2273400,2004-05,2005,2004,Chicago Bulls
NBA,denglu01,2443920,2005-06,2006,2005,Chicago Bulls
NBA,denglu01,2614440,2006-07,2007,2006,Chicago Bulls
NBA,denglu01,3320339,2007-08,2008,2007,Chicago Bulls
NBA,denglu01,9385000,2008-09,2009,2008,Chicago Bulls
NBA,denglu01,10370425,2009-10,2010,2009,Chicago Bulls
NBA,denglu01,11345000,2010-11,2011,2010,Chicago Bulls
NBA,denglu01,12325000,2011-12,2012,2011,Chicago Bulls
NBA,denglu01,13305000,2012-13,2013,2012,Chicago Bulls
NBA,denglu01,14275000,2013-14,2014,2013,Chicago Bulls
NBA,denglu01,9714461,2014-15,2015,2014,Miami Heat
NBA,denglu01,10151612,2015-16,2016,2015,Miami Heat
NBA,denglu01,18000000,2016-17,2017,2016,Los Angeles Lakers
NBA,denglu01,17190000,2017-18,2018,2017,Los Angeles Lakers
NBA,derozde01,2282640,2009-10,2010,2009,Toronto Raptors
NBA,derozde01,2453880,2010-11,2011,2010,Toronto Raptors
NBA,derozde01,2625000,2011-12,2012,2011,Toronto Raptors
NBA,derozde01,3344250,2012-13,2013,2012,Toronto Raptors
NBA,derozde01,9500000,2013-14,2014,2013,Toronto Raptors
NBA,derozde01,9500000,2014-15,2015,2014,Toronto Raptors
NBA,derozde01,9500000,2015-16,2016,2015,Toronto Raptors
NBA,derozde01,26540100,2016-17,2017,2016,Toronto Raptors
NBA,derozde01,27739975,2017-18,2018,2017,Toronto Raptors
NBA,dialde01,301875,1999-00,2000,1999,San Antonio Spurs
NBA,dialde01,423500,2000-01,2001,2000,San Antonio Spurs
NBA,dialde01,540850,2001-02,2002,2001,New Jersey Nets
NBA,dialde01,32375,2003-04,2004,2003,Orlando Magic
NBA,diallch01,543471,2016-17,2017,2016,New Orleans Pelicans
NBA,diallch01,1312611,2017-18,2018,2017,New Orleans Pelicans
NBA,diawbo01,1021080,2003-04,2004,2003,Atlanta Hawks
NBA,diawbo01,1097640,2004-05,2005,2004,Atlanta Hawks
NBA,diawbo01,1174200,2005-06,2006,2005,Phoenix Suns
NBA,diawbo01,1870501,2006-07,2007,2006,Phoenix Suns
NBA,diawbo01,9000000,2007-08,2008,2007,Phoenix Suns
NBA,diawbo01,9000000,2008-09,2009,2008,Charlotte Bobcats
NBA,diawbo01,9000000,2009-10,2010,2009,Charlotte Bobcats
NBA,diawbo01,9000000,2010-11,2011,2010,Charlotte Bobcats
NBA,diawbo01,9000000,2011-12,2012,2011,Charlotte Bobcats
NBA,diawbo01,4500000,2012-13,2013,2012,San Antonio Spurs
NBA,diawbo01,4702500,2013-14,2014,2013,San Antonio Spurs
NBA,diawbo01,7500000,2014-15,2015,2014,San Antonio Spurs
NBA,diawbo01,7000000,2015-16,2016,2015,San Antonio Spurs
NBA,diawbo01,7000000,2016-17,2017,2016,Utah Jazz
NBA,diawaya01,412718,2006-07,2007,2006,Denver Nuggets
NBA,diawaya01,687456,2007-08,2008,2007,Denver Nuggets
NBA,diawaya01,875000,2008-09,2009,2008,Miami Heat
NBA,diawaya01,945000,2009-10,2010,2009,Miami Heat
NBA,diazgu01,56065,2007-08,2008,2007,Los Angeles Clippers
NBA,dickada01,776880,2002-03,2003,2002,Atlanta Hawks
NBA,dickada01,835200,2003-04,2004,2003,Atlanta Hawks
NBA,dickada01,893400,2004-05,2005,2004,New Orleans Hornets
NBA,dickada01,2250000,2005-06,2006,2005,Boston Celtics
NBA,dickada01,2753218,2006-07,2007,2006,Portland Trail Blazers
NBA,dickada01,2990028,2007-08,2008,2007,New York Knicks
NBA,dickada01,926678,2007-08,2008,2007,Los Angeles Clippers
NBA,dickeka01,264011,2003-04,2004,2003,Portland Trail Blazers
NBA,dickeka01,483938,2004-05,2005,2004,New Jersey Nets
NBA,dickeka01,31305,2005-06,2006,2005,Los Angeles Clippers
NBA,dickeka01,264897,2007-08,2008,2007,Cleveland Cavaliers
NBA,dickemi01,949600,1998-99,1999,1998,Houston Rockets
NBA,dickemi01,1224960,1999-00,2000,1999,Vancouver Grizzlies
NBA,dickemi01,1310400,2000-01,2001,2000,Vancouver Grizzlies
NBA,dickemi01,1940702,2001-02,2002,2001,Memphis Grizzlies
NBA,dickemi01,5500000,2002-03,2003,2002,Memphis Grizzlies
NBA,dickemi01,6187500,2003-04,2004,2003,Memphis Grizzlies
NBA,dienetr01,398762,2005-06,2006,2005,Orlando Magic
NBA,dienetr01,664209,2006-07,2007,2006,Orlando Magic
NBA,dienetr01,1500000,2007-08,2008,2007,Indiana Pacers
NBA,dienetr01,1620000,2008-09,2009,2008,Indiana Pacers
NBA,dienetr01,1740000,2009-10,2010,2009,Indiana Pacers
NBA,dienggo01,1352640,2013-14,2014,2013,Minnesota Timberwolves
NBA,dienggo01,1413480,2014-15,2015,2014,Minnesota Timberwolves
NBA,dienggo01,1474440,2015-16,2016,2015,Minnesota Timberwolves
NBA,dienggo01,2348783,2016-17,2017,2016,Minnesota Timberwolves
NBA,dienggo01,14112360,2017-18,2018,2017,Minnesota Timberwolves
NBA,dinwisp01,700000,2014-15,2015,2014,Detroit Pistons
NBA,dinwisp01,845059,2015-16,2016,2015,Detroit Pistons
NBA,dinwisp01,726672,2016-17,2017,2016,Brooklyn Nets
NBA,dinwisp01,1524305,2017-18,2018,2017,Brooklyn Nets
NBA,dioguik01,1988160,2005-06,2006,2005,Golden State Warriors
NBA,dioguik01,2137200,2006-07,2007,2006,Indiana Pacers
NBA,dioguik01,2286360,2007-08,2008,2007,Indiana Pacers
NBA,dioguik01,2912823,2008-09,2009,2008,Sacramento Kings
NBA,dioguik01,884881,2009-10,2010,2009,New Orleans Hornets
NBA,dioguik01,608772,2010-11,2011,2010,Los Angeles Clippers
NBA,dioguik01,64028,2011-12,2012,2011,San Antonio Spurs
NBA,diopde01,1842480,2001-02,2002,2001,Cleveland Cavaliers
NBA,diopde01,1980600,2002-03,2003,2002,Cleveland Cavaliers
NBA,diopde01,2118840,2003-04,2004,2003,Cleveland Cavaliers
NBA,diopde01,2695164,2004-05,2005,2004,Cleveland Cavaliers
NBA,diopde01,1850000,2005-06,2006,2005,Dallas Mavericks
NBA,diopde01,1998000,2006-07,2007,2006,Dallas Mavericks
NBA,diopde01,2146000,2007-08,2008,2007,New Jersey Nets
NBA,diopde01,5585000,2008-09,2009,2008,Charlotte Bobcats
NBA,diopde01,6031800,2009-10,2010,2009,Charlotte Bobcats
NBA,diopde01,6478600,2010-11,2011,2010,Charlotte Bobcats
NBA,diopde01,6925400,2011-12,2012,2011,Charlotte Bobcats
NBA,diopde01,7372200,2012-13,2013,2012,Charlotte Bobcats
NBA,divacvl01,770000,1990-91,1991,1990,Los Angeles Lakers
NBA,divacvl01,942000,1991-92,1992,1991,Los Angeles Lakers
NBA,divacvl01,3633000,1992-93,1993,1992,Los Angeles Lakers
NBA,divacvl01,4133000,1993-94,1994,1993,Los Angeles Lakers
NBA,divacvl01,3333300,1994-95,1995,1994,Los Angeles Lakers
NBA,divacvl01,3333000,1995-96,1996,1995,Los Angeles Lakers
NBA,divacvl01,4718000,1996-97,1997,1996,Charlotte Hornets
NBA,divacvl01,4833333,1997-98,1998,1997,Charlotte Hornets
NBA,divacvl01,8300000,1998-99,1999,1998,Sacramento Kings
NBA,divacvl01,8837774,1999-00,2000,1999,Sacramento Kings
NBA,divacvl01,9640000,2000-01,2001,2000,Sacramento Kings
NBA,divacvl01,10444642,2001-02,2002,2001,Sacramento Kings
NBA,divacvl01,11248076,2002-03,2003,2002,Sacramento Kings
NBA,divacvl01,12051510,2003-04,2004,2003,Sacramento Kings
NBA,divacvl01,4903000,2004-05,2005,2004,Los Angeles Lakers
NBA,divacvl01,2000000,2005-06,2006,2005,Los Angeles Lakers
NBA,dixonju01,1172400,2002-03,2003,2002,Washington Wizards
NBA,dixonju01,1260360,2003-04,2004,2003,Washington Wizards
NBA,dixonju01,1348200,2004-05,2005,2004,Washington Wizards
NBA,dixonju01,2500000,2005-06,2006,2005,Portland Trail Blazers
NBA,dixonju01,2550000,2006-07,2007,2006,Toronto Raptors
NBA,dixonju01,2550000,2007-08,2008,2007,Detroit Pistons
NBA,dixonju01,998398,2008-09,2009,2008,Washington Wizards
NBA,doleami01,1050000,1998-99,1999,1998,Orlando Magic
NBA,doleami01,1357320,1999-00,2000,1999,Orlando Magic
NBA,doleami01,1452000,2000-01,2001,2000,Orlando Magic
NBA,doleami01,2000856,2001-02,2002,2001,Cleveland Cavaliers
NBA,doleami01,1400000,2002-03,2003,2002,New York Knicks
NBA,doleami01,1540000,2003-04,2004,2003,New York Knicks
NBA,doleami01,2400000,2004-05,2005,2004,Miami Heat
NBA,doleami01,2640000,2005-06,2006,2005,Miami Heat
NBA,doleami01,2880000,2006-07,2007,2006,Miami Heat
NBA,doleami01,3120000,2007-08,2008,2007,Minnesota Timberwolves
NBA,donalja01,470000,1984-85,1985,1984,Los Angeles Clippers
NBA,donalja01,515000,1985-86,1986,1985,Dallas Mavericks
NBA,donalja01,500000,1987-88,1988,1987,Dallas Mavericks
NBA,donalja01,600000,1988-89,1989,1988,Dallas Mavericks
NBA,donalja01,880000,1990-91,1991,1990,Dallas Mavericks
NBA,donalja01,880000,1991-92,1992,1991,Dallas Mavericks
NBA,doolike01,1538880,2000-01,2001,2000,Los Angeles Clippers
NBA,doolike01,1654320,2001-02,2002,2001,Los Angeles Clippers
NBA,doolike01,1769760,2002-03,2003,2002,Los Angeles Clippers
NBA,doolike01,2256444,2003-04,2004,2003,Los Angeles Clippers
NBA,doolike01,745046,2004-05,2005,2004,Miami Heat
NBA,doolike01,3100000,2005-06,2006,2005,Orlando Magic
NBA,doolike01,3348000,2006-07,2007,2006,Orlando Magic
NBA,doolike01,3596000,2007-08,2008,2007,Orlando Magic
NBA,doolike01,3300000,2008-09,2009,2008,New Jersey Nets
NBA,doolike01,3564000,2009-10,2010,2009,New Jersey Nets
NBA,doolike01,2000000,2010-11,2011,2010,Milwaukee Bucks
NBA,doolike01,2246400,2011-12,2012,2011,Boston Celtics
NBA,doolike01,1352181,2012-13,2013,2012,Boston Celtics
NBA,dorsejo01,816500,2008-09,2009,2008,Houston Rockets
NBA,dorsejo01,881000,2009-10,2010,2009,Sacramento Kings
NBA,dorsejo01,854389,2010-11,2011,2010,Toronto Raptors
NBA,dorsejo01,948163,2014-15,2015,2014,Houston Rockets
NBA,dorsejo01,1015421,2015-16,2016,2015,Denver Nuggets
NBA,dorsety01,815615,2017-18,2018,2017,Atlanta Hawks
NBA,dotsoda01,1100000,2017-18,2018,2017,New York Knicks
NBA,doubyqu01,1240920,2006-07,2007,2006,Sacramento Kings
NBA,doubyqu01,1333920,2007-08,2008,2007,Sacramento Kings
NBA,doubyqu01,1427040,2008-09,2009,2008,Sacramento Kings
NBA,doubyqu01,85519,2009-10,2010,2009,Toronto Raptors
NBA,douglsh01,325000,1990-91,1991,1990,Miami Heat
NBA,douglsh01,1250000,1991-92,1992,1991,Miami Heat
NBA,douglsh01,1869000,1992-93,1993,1992,Boston Celtics
NBA,douglsh01,2300000,1993-94,1994,1993,Boston Celtics
NBA,douglsh01,2731000,1994-95,1995,1994,Boston Celtics
NBA,douglsh01,3163000,1995-96,1996,1995,Milwaukee Bucks
NBA,douglsh01,3594000,1996-97,1997,1996,Milwaukee Bucks
NBA,douglsh01,4025000,1997-98,1998,1997,Denver Nuggets
NBA,douglsh01,272250,1997-98,1998,1997,New Jersey Nets
NBA,douglsh01,2200000,1998-99,1999,1998,Los Angeles Clippers
NBA,douglsh01,1000000,1999-00,2000,1999,New Jersey Nets
NBA,douglsh01,1100000,2000-01,2001,2000,New Jersey Nets
NBA,douglto01,996240,2009-10,2010,2009,New York Knicks
NBA,douglto01,1071000,2010-11,2011,2010,New York Knicks
NBA,douglto01,1145640,2011-12,2012,2011,New York Knicks
NBA,douglto01,2067880,2012-13,2013,2012,Sacramento Kings
NBA,douglto01,1600000,2013-14,2014,2013,Golden State Warriors
NBA,douglto01,268974,2014-15,2015,2014,New Orleans Pelicans
NBA,douglto01,1164858,2015-16,2016,2015,New Orleans Pelicans
NBA,douglto01,600000,2015-16,2016,2015,Indiana Pacers
NBA,douglto01,603558,2016-17,2017,2016,Memphis Grizzlies
NBA,douglch01,442411,2008-09,2009,2008,New Jersey Nets
NBA,douglch01,736000,2009-10,2010,2009,New Jersey Nets
NBA,douglch01,854389,2010-11,2011,2010,Milwaukee Bucks
NBA,douglch01,72892,2012-13,2013,2012,Dallas Mavericks
NBA,douglch01,915243,2014-15,2015,2014,Boston Celtics
NBA,dowdeza01,242374,2010-11,2011,2010,Phoenix Suns
NBA,dragigo01,1700000,2008-09,2009,2008,Phoenix Suns
NBA,dragigo01,1836000,2009-10,2010,2009,Phoenix Suns
NBA,dragigo01,1972000,2010-11,2011,2010,Houston Rockets
NBA,dragigo01,2108000,2011-12,2012,2011,Houston Rockets
NBA,dragigo01,7500000,2012-13,2013,2012,Phoenix Suns
NBA,dragigo01,7500000,2013-14,2014,2013,Phoenix Suns
NBA,dragigo01,7500000,2014-15,2015,2014,Miami Heat
NBA,dragigo01,14780000,2015-16,2016,2015,Miami Heat
NBA,dragigo01,15890000,2016-17,2017,2016,Miami Heat
NBA,dragigo01,17000450,2017-18,2018,2017,Miami Heat
NBA,dragizo01,1962103,2014-15,2015,2014,Miami Heat
NBA,dragizo01,2050397,2015-16,2016,2015,Boston Celtics
NBA,dreilgr01,180000,1987-88,1988,1987,Indiana Pacers
NBA,dreilgr01,200000,1988-89,1989,1988,Indiana Pacers
NBA,dreilgr01,300000,1990-91,1991,1990,Indiana Pacers
NBA,dreilgr01,600000,1991-92,1992,1991,Indiana Pacers
NBA,dreilgr01,650000,1992-93,1993,1992,Indiana Pacers
NBA,dreilgr01,300000,1993-94,1994,1993,Dallas Mavericks
NBA,dreilgr01,150000,1994-95,1995,1994,Cleveland Cavaliers
NBA,dreilgr01,247500,1996-97,1997,1996,Dallas Mavericks
NBA,drewbr01,857000,1998-99,1999,1998,Houston Rockets
NBA,drewbr01,1105560,1999-00,2000,1999,Houston Rockets
NBA,drewbr01,1182600,2000-01,2001,2000,Chicago Bulls
NBA,drewbr01,1300000,2001-02,2002,2001,Charlotte Hornets
NBA,drewbr01,1300000,2002-03,2003,2002,New Orleans Hornets
NBA,drewbr01,1300000,2003-04,2004,2003,New Orleans Hornets
NBA,drewjo01,250000,1984-85,1985,1984,Utah Jazz
NBA,drewla01,700000,1984-85,1985,1984,Kansas City Kings
NBA,drewla01,600000,1985-86,1986,1985,Sacramento Kings
NBA,drewla01,600000,1987-88,1988,1987,Los Angeles Clippers
NBA,drewla01,550000,1990-91,1991,1990,Los Angeles Lakers
NBA,drewla01,600000,1991-92,1992,1991,Los Angeles Lakers
NBA,drewla02,59686,2014-15,2015,2014,Philadelphia 76ers
NBA,drewla02,148318,2017-18,2018,2017,New Orleans Pelicans
NBA,drewla02,74159,2017-18,2018,2017,Philadelphia 76ers
NBA,drexlcl01,175000,1984-85,1985,1984,Portland Trail Blazers
NBA,drexlcl01,420000,1985-86,1986,1985,Portland Trail Blazers
NBA,drexlcl01,350000,1987-88,1988,1987,Portland Trail Blazers
NBA,drexlcl01,1200000,1988-89,1989,1988,Portland Trail Blazers
NBA,drexlcl01,1100000,1989-90,1990,1989,Portland Trail Blazers
NBA,drexlcl01,1180000,1990-91,1991,1990,Portland Trail Blazers
NBA,drexlcl01,1378000,1991-92,1992,1991,Portland Trail Blazers
NBA,drexlcl01,1378000,1992-93,1993,1992,Portland Trail Blazers
NBA,drexlcl01,1578000,1993-94,1994,1993,Portland Trail Blazers
NBA,drexlcl01,1578000,1994-95,1995,1994,Portland Trail Blazers
NBA,drexlcl01,9810000,1995-96,1996,1995,Houston Rockets
NBA,drexlcl01,5500000,1996-97,1997,1996,Houston Rockets
NBA,drexlcl01,5500000,1997-98,1998,1997,Houston Rockets
NBA,drobnpr01,478558,2001-02,2002,2001,Seattle SuperSonics
NBA,drobnpr01,526413,2002-03,2003,2002,Seattle SuperSonics
NBA,drobnpr01,2500000,2003-04,2004,2003,Los Angeles Clippers
NBA,drobnpr01,2550000,2004-05,2005,2004,Atlanta Hawks
NBA,drumman01,2356320,2012-13,2013,2012,Detroit Pistons
NBA,drumman01,2462400,2013-14,2014,2013,Detroit Pistons
NBA,drumman01,2568360,2014-15,2015,2014,Detroit Pistons
NBA,drumman01,3272091,2015-16,2016,2015,Detroit Pistons
NBA,drumman01,22116750,2016-17,2017,2016,Detroit Pistons
NBA,drumman01,23775506,2017-18,2018,2017,Detroit Pistons
NBA,duckwke01,175000,1987-88,1988,1987,Portland Trail Blazers
NBA,duckwke01,2000000,1988-89,1989,1988,Portland Trail Blazers
NBA,duckwke01,2100000,1989-90,1990,1989,Portland Trail Blazers
NBA,duckwke01,1710000,1990-91,1991,1990,Portland Trail Blazers
NBA,duckwke01,2013000,1991-92,1992,1991,Portland Trail Blazers
NBA,duckwke01,2213000,1992-93,1993,1992,Portland Trail Blazers
NBA,duckwke01,2313000,1993-94,1994,1993,Washington Bullets
NBA,duckwke01,2612500,1994-95,1995,1994,Washington Bullets
NBA,duckwke01,2863000,1995-96,1996,1995,Milwaukee Bucks
NBA,duckwke01,247500,1996-97,1997,1996,Los Angeles Clippers
NBA,dudlech02,75000,1987-88,1988,1987,Cleveland Cavaliers
NBA,dudlech02,225000,1988-89,1989,1988,Cleveland Cavaliers
NBA,dudlech02,950000,1990-91,1991,1990,New Jersey Nets
NBA,dudlech02,1000000,1991-92,1992,1991,New Jersey Nets
NBA,dudlech02,1200000,1992-93,1993,1992,New Jersey Nets
NBA,dudlech02,790000,1993-94,1994,1993,Portland Trail Blazers
NBA,dudlech02,3500000,1994-95,1995,1994,Portland Trail Blazers
NBA,dudlech02,3800000,1995-96,1996,1995,Portland Trail Blazers
NBA,dudlech02,4100000,1996-97,1997,1996,Portland Trail Blazers
NBA,dudlech02,1135000,1997-98,1998,1997,New York Knicks
NBA,dudlech02,7100000,1999-00,2000,1999,New York Knicks
NBA,dudlech02,6200000,2000-01,2001,2000,Phoenix Suns
NBA,dudlech02,6200000,2001-02,2002,2001,New Jersey Nets
NBA,dudlech02,1000000,2001-02,2002,2001,Portland Trail Blazers
NBA,dudlech02,1030000,2002-03,2003,2002,Portland Trail Blazers
NBA,dudleja01,1137000,2007-08,2008,2007,Charlotte Bobcats
NBA,dudleja01,1222320,2008-09,2009,2008,Phoenix Suns
NBA,dudleja01,1307640,2009-10,2010,2009,Phoenix Suns
NBA,dudleja01,2151068,2010-11,2011,2010,Phoenix Suns
NBA,dudleja01,4250000,2011-12,2012,2011,Phoenix Suns
NBA,dudleja01,4250000,2012-13,2013,2012,Phoenix Suns
NBA,dudleja01,4250000,2013-14,2014,2013,Los Angeles Clippers
NBA,dudleja01,4250000,2014-15,2015,2014,Milwaukee Bucks
NBA,dudleja01,4250000,2015-16,2016,2015,Washington Wizards
NBA,dudleja01,10470000,2016-17,2017,2016,Phoenix Suns
NBA,dudleja01,10000000,2017-18,2018,2017,Phoenix Suns
NBA,duhonch01,385277,2004-05,2005,2004,Chicago Bulls
NBA,duhonch01,2800000,2005-06,2006,2005,Chicago Bulls
NBA,duhonch01,3024000,2006-07,2007,2006,Chicago Bulls
NBA,duhonch01,3248000,2007-08,2008,2007,Chicago Bulls
NBA,duhonch01,5585000,2008-09,2009,2008,New York Knicks
NBA,duhonch01,6031800,2009-10,2010,2009,New York Knicks
NBA,duhonch01,3500000,2010-11,2011,2010,Orlando Magic
NBA,duhonch01,3500000,2011-12,2012,2011,Orlando Magic
NBA,duhonch01,3500000,2012-13,2013,2012,Los Angeles Lakers
